influencer_id,Number of subscribers,followers,average_likes,average_comments,average_shares,primary_platform,Targeted_audience_age,Targetaudience_gender,past_campaign_success,product_category,budget_per_video,engagement_rate,follower_growth_rate,pat_campaign_success_rate,Geographical location: state of India,campaign duration,score
594,431238,90810,1484,3088,1695,YouTube,35 to 45,Others,1.3,Accessories,134758,5.2,2.6,1.5,Rajasthan,2 months,2.2
595,826336,419007,31971,1782,2428,Facebook,25 to 35,Female,8.4,Accessories,101134,9.5,3.8,6.0,Sikkim,1 year,5.7
596,766088,365471,43676,876,1366,Instagram,15 to 25,Male,4.1,Cosmetics,64689,7.2,4.3,3.3,Gujarat,1 year,4.0
597,396439,28415,32628,2618,3448,Facebook,35 to 45,Others,8.1,Accessories,54818,8.9,9.2,4.0,Tamil Nadu,2 years,8.3
598,129853,189853,16182,7831,573,Facebook,15 to 25,Male,2.5,Accessories,136188,6.8,3.8,3.3,Tamil Nadu,1 year,3.5
599,447792,48729,22985,7767,2244,YouTube,35 to 45,Female,4.0,Accessories,103583,6.0,1.2,7.7,Kerala,2 months,4.7
600,679720,333615,15091,171,1924,Facebook,5 to 15,Female,2.7,Cosmetics,135061,4.9,6.7,6.5,Rajasthan,2 months,4.3
601,311948,196064,47151,9132,543,YouTube,25 to 35,Male,2.8,Clothing,90147,9.4,4.2,7.1,Rajasthan,1 month,5.2
602,67725,50896,24155,4484,2443,Facebook,15 to 25,Female,4.6,Cosmetics,50406,3.5,1.2,3.7,Maharashtra,1 month,3.5
603,795415,365502,31165,5547,3579,Instagram,35 to 45,Female,2.4,Clothing,129615,6.8,9.6,2.2,Kerala,6 months,4.4
604,366378,131524,48143,9860,3729,YouTube,15 to 25,Male,2.0,Cosmetics,57458,1.5,8.9,1.9,Rajasthan,1 year,3.6
605,961753,134428,13971,5700,2994,Facebook,15 to 25,Others,3.1,Accessories,60832,6.9,7.6,5.8,Rajasthan,3 months,4.9
606,803112,152901,31691,583,3539,Facebook,5 to 15,Male,4.9,Cosmetics,94866,6.3,1.9,4.7,Tamil Nadu,2 years,4.0
607,348183,18586,43121,7883,2665,Facebook,35 to 45,Male,2.8,Cosmetics,129199,2.5,9.7,4.7,Kerala,3 months,8.6
608,210561,112416,46656,6595,2213,Instagram,25 to 35,Female,9.5,Accessories,72760,7.0,2.2,8.0,Punjab,1 year,6.2
609,104089,151297,47642,5263,1302,YouTube,35 to 45,Female,4.1,Accessories,94332,2.5,8.9,6.0,Punjab,1 year,4.9
610,803225,155976,7329,9597,3952,Facebook,5 to 15,Male,5.6,Clothing,52335,9.2,3.1,8.3,Punjab,2 months,5.3
611,465515,87089,47990,6232,4390,Facebook,15 to 25,Male,4.9,Cosmetics,60465,7.4,7.7,9.0,Punjab,1 year,6.9
612,871510,480731,10921,7596,4202,Facebook,25 to 35,Female,3.2,Clothing,84319,6.8,8.3,1.9,Kerala,1 month,4.1
613,410461,240406,27128,3415,2271,Facebook,5 to 15,Female,4.2,Accessories,129238,1.7,4.2,2.8,Punjab,1 month,2.8
614,477272,163414,29018,8737,128,Instagram,5 to 15,Others,5.1,Clothing,53790,6.3,5.7,8.5,Sikkim,2 years,5.5
615,657455,233396,28542,8835,4836,YouTube,5 to 15,Others,4.1,Clothing,58234,4.9,9.3,7.4,Punjab,3 months,5.4
616,935378,403950,42297,9055,2514,YouTube,35 to 45,Female,3.1,Accessories,91558,9.3,7.8,7.8,Gujarat,6 months,5.8
617,264077,45937,27122,8676,720,YouTube,25 to 35,Others,1.8,Accessories,83418,1.8,8.4,4.7,Maharashtra,2 years,4.5
618,957612,90579,15437,2310,3089,YouTube,15 to 25,Others,2.7,Accessories,56518,6.5,1.8,4.7,Kerala,2 years,3.5
619,275372,269716,49670,8891,3795,Instagram,5 to 15,Male,4.7,Cosmetics,132793,6.6,8.6,7.5,Rajasthan,3 months,5.8
620,124195,384956,31041,552,2468,Instagram,5 to 15,Male,5.9,Cosmetics,97011,5.8,7.2,9.6,Maharashtra,2 months,5.9
621,118223,357919,4337,4205,1256,Instagram,25 to 35,Others,7.9,Accessories,140982,6.0,3.0,4.7,Maharashtra,1 month,4.3
622,319242,315793,48581,9768,4855,Facebook,5 to 15,Others,2.1,Cosmetics,60453,4.0,9.5,8.2,Tamil Nadu,1 month,5.1
623,329213,415115,24554,7337,1642,YouTube,25 to 35,Others,8.8,Cosmetics,52778,4.7,3.0,1.6,Punjab,1 year,3.7
624,749783,380068,10798,5415,3330,Facebook,25 to 35,Female,2.6,Clothing,128290,6.4,6.3,2.2,Gujarat,1 month,3.6
625,506136,340884,38535,7438,533,YouTube,35 to 45,Male,4.1,Clothing,97176,1.9,3.5,4.5,Tamil Nadu,3 months,3.0
626,933766,441970,12707,791,2267,YouTube,15 to 25,Others,6.7,Clothing,95582,5.1,7.4,1.6,Kerala,6 months,4.2
627,328753,364322,47831,4453,4690,YouTube,25 to 35,Male,9.3,Cosmetics,73498,1.2,6.8,6.6,Tamil Nadu,1 month,5.0
628,323797,194094,38944,3119,4146,Facebook,15 to 25,Female,7.9,Accessories,51567,5.8,5.5,2.5,Punjab,2 years,4.7
629,119180,108059,31135,9308,296,Facebook,25 to 35,Female,7.4,Clothing,55747,8.2,5.7,4.1,Gujarat,6 months,5.7
630,557573,48023,45229,931,2986,Instagram,15 to 25,Female,4.1,Cosmetics,138942,2.6,7.2,1.3,Gujarat,6 months,4.9
631,615257,305833,26148,3704,3106,YouTube,5 to 15,Others,5.0,Clothing,106598,7.2,5.6,5.5,Rajasthan,3 months,4.8
632,624552,303718,20585,586,4474,Instagram,25 to 35,Male,7.5,Accessories,55112,2.7,2.5,8.5,Gujarat,2 years,4.4
633,778978,69777,25391,7455,4648,Facebook,25 to 35,Female,5.8,Accessories,65754,5.7,5.7,5.9,Sikkim,6 months,5.3
634,154869,461351,41754,9526,4526,YouTube,25 to 35,Male,1.6,Accessories,100720,2.2,3.5,8.4,Rajasthan,1 year,3.3
635,181338,83048,48454,4892,1482,Instagram,15 to 25,Male,6.5,Clothing,97591,5.8,5.7,9.4,Rajasthan,6 months,6.6
636,266783,456957,35238,4949,2245,YouTube,15 to 25,Others,7.0,Clothing,71069,1.1,4.7,8.2,Rajasthan,1 year,4.4
637,185488,334807,33937,6291,2848,YouTube,25 to 35,Male,6.1,Accessories,109918,2.1,4.5,1.4,Rajasthan,1 month,3.0
638,76597,354443,7559,2194,4765,Facebook,5 to 15,Female,7.7,Accessories,82245,7.9,6.8,10.0,Tamil Nadu,6 months,6.5
639,792949,250920,7745,6031,1482,Instagram,35 to 45,Others,2.2,Accessories,111535,8.4,1.9,7.9,Rajasthan,3 months,4.1
640,801689,169480,4212,3126,1157,Facebook,15 to 25,Male,6.2,Clothing,107295,8.9,4.0,9.3,Sikkim,3 months,5.7
641,834902,416117,2995,8447,1537,YouTube,25 to 35,Female,2.3,Accessories,72596,3.9,9.3,8.3,Rajasthan,1 month,4.8
642,152270,391294,23945,3125,3002,Instagram,15 to 25,Male,1.3,Accessories,59736,3.0,9.9,9.1,Rajasthan,3 months,4.8
643,518036,22004,37232,3000,2961,Facebook,35 to 45,Female,6.9,Cosmetics,87800,1.8,5.5,5.0,Tamil Nadu,2 months,7.2
644,205156,221660,33892,6816,4686,Facebook,35 to 45,Male,8.2,Clothing,56021,5.0,2.5,9.6,Rajasthan,1 year,5.4
645,555120,144080,29913,1674,1536,YouTube,15 to 25,Female,3.9,Cosmetics,99164,4.1,3.7,8.4,Sikkim,2 months,4.4
646,894686,38939,17038,1946,1965,YouTube,35 to 45,Female,3.2,Accessories,114133,5.7,3.9,5.5,Gujarat,1 year,4.5
647,434154,347425,38285,4657,4802,Instagram,5 to 15,Female,3.4,Clothing,123872,1.9,9.6,2.5,Rajasthan,6 months,3.7
648,420430,442370,27064,6830,3296,Facebook,15 to 25,Male,1.9,Cosmetics,145976,4.4,7.4,4.6,Kerala,2 months,3.8
649,374495,318939,9380,9888,2023,Facebook,15 to 25,Others,3.3,Accessories,111926,6.6,3.4,6.0,Gujarat,1 month,3.9
650,181987,88215,21088,7698,4097,Facebook,5 to 15,Male,9.6,Accessories,57373,2.8,3.9,5.7,Gujarat,1 month,4.9
651,73564,50564,8142,1980,3107,YouTube,15 to 25,Others,10.0,Accessories,57388,6.2,3.9,5.9,Maharashtra,1 month,5.5
652,345624,418217,27894,5035,4136,YouTube,5 to 15,Male,8.6,Accessories,99377,1.5,9.5,7.5,Punjab,2 years,5.6
653,760957,254933,49007,8002,814,Facebook,35 to 45,Female,1.9,Clothing,76467,6.7,1.5,8.6,Sikkim,1 month,4.1
654,485073,250258,48682,7330,4039,Facebook,15 to 25,Female,8.3,Cosmetics,99188,9.2,1.9,5.1,Gujarat,1 month,5.3
655,116480,168289,1588,857,1382,Facebook,5 to 15,Others,6.4,Accessories,131338,2.6,3.8,6.3,Rajasthan,3 months,3.8
656,80702,86973,41825,7970,2139,YouTube,35 to 45,Female,8.0,Cosmetics,106344,2.9,2.9,7.2,Kerala,1 month,5.2
657,414951,357343,25782,434,1143,Instagram,35 to 45,Others,2.1,Cosmetics,87490,6.7,9.9,2.5,Tamil Nadu,3 months,4.4
658,672758,167531,36693,6716,3987,Instagram,5 to 15,Others,8.3,Cosmetics,107067,8.6,4.6,1.6,Tamil Nadu,1 month,5.1
659,972954,432170,30275,1602,3227,Facebook,5 to 15,Male,6.5,Accessories,51070,4.6,5.2,2.8,Tamil Nadu,2 months,4.0
660,449820,271384,42924,8371,4231,Instagram,35 to 45,Others,7.4,Clothing,63719,8.9,8.3,8.0,Maharashtra,2 years,6.8
661,102277,484137,8727,5876,863,Facebook,15 to 25,Female,2.3,Cosmetics,65929,9.3,1.3,9.8,Rajasthan,1 month,4.6
662,314556,224225,25528,1507,2992,Facebook,5 to 15,Male,8.5,Accessories,148053,2.4,1.1,1.5,Punjab,1 month,2.9
663,243348,148092,49368,8840,720,Facebook,5 to 15,Others,9.7,Clothing,138864,8.4,1.9,1.7,Tamil Nadu,6 months,5.0
664,348400,298361,18474,213,1904,Instagram,25 to 35,Others,4.0,Accessories,131842,9.3,9.1,1.4,Kerala,2 years,4.9
665,401672,33245,24984,6713,685,Facebook,5 to 15,Female,8.3,Cosmetics,148678,5.9,4.5,9.6,Maharashtra,2 years,7.2
666,516565,263287,41485,7480,3002,Facebook,35 to 45,Female,3.7,Cosmetics,57462,2.6,4.7,8.5,Punjab,2 years,4.2
667,523310,128826,4841,6029,576,Facebook,25 to 35,Male,4.6,Cosmetics,132562,8.2,7.6,7.1,Sikkim,6 months,5.6
668,552773,145545,2740,4470,65,Facebook,35 to 45,Male,3.9,Accessories,82267,9.2,7.7,3.5,Tamil Nadu,3 months,4.9
669,181681,180989,15119,9724,1801,Facebook,5 to 15,Female,7.0,Clothing,69095,1.1,9.0,8.7,Punjab,1 month,5.3
670,784170,287298,28403,6461,1296,YouTube,5 to 15,Female,2.4,Cosmetics,62575,9.4,6.8,1.2,Maharashtra,6 months,4.2
671,378160,61363,10457,1657,2681,Facebook,15 to 25,Female,8.5,Cosmetics,70737,6.2,4.3,5.1,Gujarat,3 months,5.2
672,439889,168671,45503,7999,3155,Facebook,15 to 25,Male,7.5,Cosmetics,61352,3.1,5.5,4.9,Gujarat,1 year,4.7
673,478087,410134,31616,1185,2073,YouTube,15 to 25,Male,2.6,Cosmetics,122607,9.3,6.0,9.6,Kerala,1 month,5.7
674,785463,404938,19572,8186,2391,Facebook,35 to 45,Others,4.5,Cosmetics,106912,4.0,2.2,1.6,Tamil Nadu,1 month,2.6
675,845270,467757,18799,9161,1160,Facebook,5 to 15,Male,8.7,Clothing,108183,1.7,8.9,6.5,Tamil Nadu,6 months,5.2
676,56173,289294,8925,9630,3648,YouTube,25 to 35,Others,6.6,Clothing,111040,8.9,1.5,6.6,Kerala,1 year,4.8
677,705155,420248,22985,830,3819,Instagram,5 to 15,Female,1.9,Clothing,119050,6.6,5.0,1.5,Gujarat,1 year,3.1
678,310717,202826,35231,5121,1981,YouTube,25 to 35,Others,8.3,Clothing,61024,5.5,2.5,7.1,Gujarat,2 months,5.0
679,246323,203196,30931,2924,1949,YouTube,5 to 15,Female,3.5,Clothing,55821,8.8,8.8,4.2,Gujarat,6 months,5.4
680,430293,404724,11474,2691,1225,Facebook,5 to 15,Others,6.6,Clothing,105342,7.4,4.5,9.6,Rajasthan,1 year,5.7
681,889198,60336,15193,8755,3987,YouTube,15 to 25,Female,4.0,Accessories,90949,4.3,4.3,4.3,Kerala,2 months,3.9
682,584528,433038,44256,5020,1137,Facebook,25 to 35,Others,4.8,Accessories,68797,3.2,9.1,2.8,Sikkim,6 months,4.2
683,93221,212919,34154,1637,2559,Instagram,5 to 15,Female,5.1,Clothing,144693,1.5,6.4,1.3,Punjab,1 year,3.2
684,978035,21447,46284,2516,271,Instagram,35 to 45,Others,8.2,Cosmetics,63080,1.7,7.1,5.2,Kerala,1 year,8.8
685,472424,322923,11582,5549,2759,Instagram,5 to 15,Male,8.5,Clothing,113246,9.8,8.3,6.0,Gujarat,6 months,6.6
686,536472,331372,8494,9161,3858,YouTube,35 to 45,Male,7.5,Clothing,110035,3.7,9.7,2.4,Rajasthan,1 month,4.7
687,64586,429256,32583,2219,2665,YouTube,5 to 15,Male,5.4,Accessories,59672,2.7,4.4,4.2,Rajasthan,1 year,3.5
688,961904,233957,47293,5365,280,Facebook,25 to 35,Male,1.2,Clothing,115677,6.2,7.8,7.3,Rajasthan,1 month,4.9
689,851232,85752,47130,4900,3996,YouTube,35 to 45,Male,5.7,Cosmetics,63608,8.1,7.2,9.8,Kerala,3 months,7.3
690,364461,281663,42047,8677,1922,Facebook,25 to 35,Male,9.8,Cosmetics,51460,6.9,7.4,1.4,Kerala,6 months,5.4
691,309163,238661,27026,5300,3549,YouTube,15 to 25,Female,4.6,Clothing,81979,3.2,3.1,6.0,Kerala,2 years,3.6
692,98411,129946,47509,3102,1363,YouTube,25 to 35,Male,4.7,Cosmetics,73053,6.4,9.7,7.9,Rajasthan,1 year,6.5
693,633867,198822,12339,6839,2444,Facebook,5 to 15,Others,3.9,Accessories,134975,8.1,3.4,1.7,Kerala,1 month,3.5
694,358776,99245,21923,4700,898,Facebook,5 to 15,Male,1.3,Clothing,72417,7.0,5.3,7.8,Gujarat,1 month,4.7
695,75423,41708,35353,5917,4462,Instagram,15 to 25,Female,9.9,Clothing,136513,4.8,7.5,1.7,Sikkim,2 months,6.5
696,157280,431034,27469,3576,2273,Instagram,5 to 15,Male,3.5,Cosmetics,85965,3.4,3.0,6.4,Gujarat,6 months,3.4
697,83026,125344,41610,9414,2023,Facebook,15 to 25,Female,2.7,Clothing,131694,3.1,5.2,5.1,Rajasthan,2 years,3.9
698,551280,190460,41136,3448,510,Facebook,35 to 45,Female,9.3,Accessories,149687,7.5,6.6,2.5,Sikkim,1 year,5.6
699,644662,359242,2876,3130,4803,Instagram,15 to 25,Female,5.5,Cosmetics,115083,4.5,5.1,2.3,Punjab,2 years,3.5
700,304805,427306,16524,7951,3761,Facebook,15 to 25,Others,9.2,Clothing,127145,9.1,8.8,7.3,Punjab,2 years,7.0
701,511477,246785,27588,3964,4531,YouTube,35 to 45,Male,9.3,Accessories,56678,4.2,6.5,7.3,Rajasthan,6 months,5.7
702,52277,286948,47349,1787,492,Facebook,25 to 35,Female,1.1,Clothing,148009,5.9,2.2,1.3,Rajasthan,2 years,2.4
703,726919,485288,27547,3710,4474,Instagram,35 to 45,Female,2.7,Cosmetics,149679,1.1,6.5,4.7,Gujarat,3 months,3.1
704,625638,39412,43921,7980,1894,Instagram,25 to 35,Others,4.3,Accessories,118676,6.3,4.8,9.8,Sikkim,2 months,7.3
705,970924,398616,22749,6191,4739,Instagram,15 to 25,Others,8.1,Clothing,142423,7.4,6.3,1.4,Kerala,3 months,4.8
706,130074,223216,24875,4437,1299,Instagram,5 to 15,Female,3.1,Accessories,64242,5.2,7.0,1.0,Tamil Nadu,6 months,3.5
707,277826,198136,31850,8515,529,Instagram,5 to 15,Female,2.8,Accessories,108375,9.9,4.5,3.3,Gujarat,2 years,4.4
708,160719,486559,24312,1193,316,YouTube,5 to 15,Female,7.1,Cosmetics,73790,2.7,7.9,8.9,Gujarat,2 years,5.4
709,546029,102930,18897,5895,620,Instagram,25 to 35,Female,6.7,Cosmetics,106714,1.1,2.4,6.5,Sikkim,3 months,3.7
710,184749,444173,24670,791,3405,Instagram,5 to 15,Female,3.9,Clothing,108383,5.8,7.5,2.8,Rajasthan,6 months,4.1
711,78492,244891,12097,5171,4236,YouTube,5 to 15,Others,3.0,Clothing,50423,8.4,1.3,8.4,Rajasthan,1 year,4.3
712,586745,283793,28976,9907,3012,Instagram,15 to 25,Others,6.0,Accessories,143178,3.9,1.0,3.3,Punjab,2 months,3.0
713,262161,36297,3636,9043,3020,YouTube,35 to 45,Male,3.1,Accessories,92744,1.5,1.1,4.6,Gujarat,1 year,2.3
714,340996,256619,3544,5569,2458,Instagram,15 to 25,Female,3.7,Cosmetics,100881,7.0,4.3,9.2,Punjab,2 months,4.9
715,73072,77578,5042,6909,462,Facebook,5 to 15,Others,9.1,Accessories,65959,6.3,1.7,4.6,Rajasthan,1 year,4.5
716,612990,85329,36301,4526,2560,Facebook,15 to 25,Male,7.8,Clothing,96201,9.0,8.9,4.2,Kerala,1 month,6.8
717,481250,278654,5463,9207,998,Instagram,15 to 25,Male,8.8,Clothing,97797,8.6,9.9,7.4,Kerala,1 year,7.0
718,561575,336606,13939,4780,3883,YouTube,25 to 35,Male,1.8,Accessories,81544,6.8,3.3,4.1,Maharashtra,1 year,3.3
719,986842,303282,13101,7160,2019,Facebook,25 to 35,Male,9.6,Clothing,145470,2.5,5.1,9.8,Maharashtra,2 years,5.5
720,232528,184169,25900,5691,3514,YouTube,5 to 15,Male,3.9,Accessories,64182,9.8,7.4,3.6,Sikkim,6 months,5.2
721,559826,168763,43210,3353,3223,YouTube,25 to 35,Male,4.6,Cosmetics,122075,7.3,5.5,6.9,Rajasthan,1 month,5.4
722,800022,85233,19226,6200,4785,YouTube,35 to 45,Others,6.0,Clothing,70595,1.8,7.3,5.4,Maharashtra,2 months,4.6
723,394222,329459,3097,8907,4697,Facebook,5 to 15,Female,8.9,Cosmetics,128894,4.1,5.2,4.7,Sikkim,1 month,4.6
724,863335,316154,39957,7144,4810,Facebook,25 to 35,Male,2.7,Accessories,140245,8.8,7.4,2.1,Gujarat,1 year,4.5
725,861016,393208,37283,8951,4023,Facebook,25 to 35,Male,2.5,Clothing,64714,9.6,6.6,8.9,Gujarat,2 months,5.7
726,650318,165182,42987,3753,3197,Instagram,25 to 35,Others,2.6,Clothing,88752,4.7,1.1,2.7,Sikkim,3 months,2.7
727,768188,362813,39145,476,2734,Facebook,5 to 15,Male,4.6,Clothing,60989,3.3,4.2,8.0,Gujarat,3 months,4.2
728,784925,345560,33402,1627,1241,Instagram,5 to 15,Female,4.7,Cosmetics,84166,1.5,6.6,5.4,Maharashtra,6 months,3.8
729,727855,206145,27095,5229,764,Facebook,25 to 35,Male,4.2,Accessories,105376,1.6,3.6,9.9,Maharashtra,6 months,4.1
730,405269,94961,46523,3544,4062,YouTube,5 to 15,Others,1.5,Accessories,101371,6.2,7.4,2.4,Rajasthan,3 months,4.5
731,651166,190334,36394,5237,1934,YouTube,5 to 15,Others,8.8,Accessories,129219,3.3,7.8,9.8,Tamil Nadu,1 month,6.3
732,917740,190476,48965,5056,662,YouTube,25 to 35,Female,2.5,Cosmetics,149574,2.9,5.0,6.5,Maharashtra,3 months,3.9
733,765228,281099,22552,2721,4984,Facebook,35 to 45,Female,7.8,Clothing,83417,2.0,5.2,1.8,Sikkim,6 months,3.5
734,889359,245391,3208,4178,1142,YouTube,15 to 25,Others,4.6,Accessories,144958,4.0,2.3,1.7,Punjab,2 years,2.5
735,959888,270313,31907,7534,292,Facebook,15 to 25,Others,9.9,Clothing,121797,8.1,8.3,6.5,Gujarat,1 year,6.8
736,249592,284349,47513,6825,1927,Facebook,5 to 15,Others,6.9,Cosmetics,99109,8.6,9.8,4.4,Sikkim,2 years,6.3
737,126565,294938,30680,7561,1284,Instagram,25 to 35,Female,2.6,Accessories,109064,8.0,2.8,2.7,Sikkim,2 months,3.4
738,682527,247644,6419,3020,2527,YouTube,5 to 15,Others,5.0,Cosmetics,76862,2.2,4.9,7.4,Maharashtra,2 years,4.0
739,333078,379415,12471,3355,2781,YouTube,25 to 35,Male,4.3,Accessories,145402,6.5,8.6,6.3,Rajasthan,1 month,5.2
740,870870,48323,25001,490,2033,Instagram,5 to 15,Female,2.0,Cosmetics,129892,1.4,4.6,1.8,Kerala,2 months,3.0
741,272867,394562,25143,2166,3363,YouTube,35 to 45,Female,7.2,Accessories,144886,4.3,4.1,8.6,Tamil Nadu,2 months,5.0
742,592987,199368,29165,9723,2442,Instagram,35 to 45,Male,5.2,Cosmetics,52504,8.0,1.6,1.3,Tamil Nadu,2 months,3.5
743,839696,162136,4867,4755,1200,Facebook,15 to 25,Female,4.5,Clothing,101852,9.4,9.0,1.4,Kerala,1 year,4.9
744,118043,241079,49666,1645,266,Facebook,35 to 45,Male,7.8,Accessories,114096,7.0,8.1,4.8,Maharashtra,2 months,6.0
745,592130,184153,46141,8181,2237,Facebook,35 to 45,Female,8.0,Accessories,102371,8.2,3.3,1.2,Maharashtra,3 months,4.6
746,411415,29662,7200,1789,1206,Instagram,35 to 45,Others,4.9,Cosmetics,75345,4.0,5.6,8.8,Maharashtra,1 year,5.1
747,740811,226724,26057,9337,2910,Facebook,5 to 15,Others,8.9,Accessories,74934,1.2,1.2,1.6,Maharashtra,1 year,2.8
748,85858,98454,1454,6055,3469,YouTube,25 to 35,Others,4.5,Clothing,118243,4.4,7.3,1.6,Tamil Nadu,2 years,3.6
749,78476,266577,16646,7920,1791,Instagram,25 to 35,Male,6.6,Accessories,75157,3.9,2.9,9.4,Gujarat,6 months,4.7
750,571581,108147,19424,3794,3634,YouTube,35 to 45,Others,1.6,Cosmetics,88561,1.1,1.3,2.4,Sikkim,3 months,1.6
751,69966,49866,35705,4829,1078,YouTube,15 to 25,Others,8.5,Accessories,58525,5.5,6.2,1.0,Rajasthan,1 month,5.7
752,351837,274527,25500,2415,3754,YouTube,25 to 35,Others,3.8,Cosmetics,89751,9.7,6.8,6.6,Maharashtra,2 years,5.6
753,361101,188142,33412,5105,686,Facebook,25 to 35,Others,5.2,Accessories,103981,5.6,6.6,10.0,Kerala,6 months,5.8
754,677235,353246,5847,3231,1702,Instagram,15 to 25,Others,1.7,Cosmetics,102868,4.7,8.1,2.9,Rajasthan,1 month,3.5
755,721963,389248,45865,7895,2844,YouTube,25 to 35,Male,3.0,Clothing,77663,8.5,7.2,10.0,Rajasthan,2 months,6.0
756,599492,486863,14560,3854,2664,Instagram,25 to 35,Others,6.5,Cosmetics,95176,4.9,10.0,6.6,Maharashtra,3 months,5.7
757,412730,326167,27019,5510,603,Facebook,35 to 45,Male,2.7,Clothing,108995,6.7,2.3,4.7,Tamil Nadu,2 years,3.4
758,939224,69749,43226,2005,4850,Instagram,15 to 25,Others,4.4,Cosmetics,124593,8.9,5.1,3.0,Tamil Nadu,3 months,5.5
759,345865,271077,3764,5566,2373,Facebook,15 to 25,Female,4.6,Cosmetics,74102,7.6,8.3,3.9,Rajasthan,6 months,4.9
760,948292,291640,2260,4727,894,YouTube,35 to 45,Male,2.5,Clothing,113721,3.3,8.9,5.1,Sikkim,2 years,4.0
761,66501,478350,39701,4789,4488,Instagram,5 to 15,Others,9.7,Cosmetics,142263,1.9,4.8,7.9,Gujarat,1 year,5.0
762,225902,421336,1643,7409,1972,Instagram,5 to 15,Male,7.5,Accessories,114905,4.6,6.7,3.8,Maharashtra,6 months,4.5
763,807084,22835,36901,7319,997,Instagram,25 to 35,Others,5.8,Cosmetics,65871,1.2,3.2,3.6,Kerala,3 months,6.0
764,741459,353864,31069,4144,4261,Instagram,15 to 25,Others,5.0,Accessories,139185,2.0,8.3,7.3,Sikkim,2 years,4.7
765,235332,303794,15712,1179,168,Facebook,35 to 45,Male,2.4,Accessories,143341,2.0,1.7,1.8,Maharashtra,2 months,1.7
766,231615,65255,25278,7874,195,Facebook,35 to 45,Others,8.1,Clothing,127278,2.9,2.0,7.1,Punjab,1 year,4.8
767,613757,397768,13494,5914,533,Instagram,15 to 25,Others,8.7,Cosmetics,85725,2.6,5.3,7.7,Rajasthan,2 years,4.9
768,243554,353191,14380,1750,2162,Facebook,15 to 25,Male,9.5,Accessories,146616,8.0,6.3,3.4,Tamil Nadu,3 months,5.5
769,992089,349583,23017,6815,717,YouTube,15 to 25,Male,7.0,Clothing,149977,3.6,6.0,2.1,Punjab,1 month,3.9
770,396607,97351,26281,7186,3314,Instagram,15 to 25,Female,3.2,Clothing,70846,5.9,6.6,9.2,Rajasthan,2 years,5.5
771,72787,278689,28925,9974,3419,Facebook,25 to 35,Male,5.0,Accessories,84342,2.6,1.4,3.0,Sikkim,2 months,2.6
772,248161,258379,5923,1338,3256,Facebook,25 to 35,Male,2.1,Cosmetics,86511,2.5,1.3,7.8,Kerala,2 months,2.8
773,732862,34836,21503,4242,676,YouTube,15 to 25,Female,2.0,Cosmetics,148399,5.1,2.6,9.3,Sikkim,2 years,5.0
774,817469,105226,49566,6412,3429,YouTube,25 to 35,Others,8.1,Cosmetics,70658,5.6,10.0,7.0,Tamil Nadu,6 months,7.1
775,319024,242976,43926,9675,4705,Facebook,35 to 45,Female,7.1,Cosmetics,50300,7.3,3.6,5.1,Rajasthan,6 months,5.0
776,902048,235625,17190,6431,2898,Facebook,35 to 45,Female,7.8,Clothing,108814,4.0,6.5,1.6,Kerala,1 year,4.1
777,467856,222884,35582,6930,3546,YouTube,35 to 45,Others,6.1,Cosmetics,119705,6.6,9.0,3.0,Punjab,6 months,5.3
778,93636,17299,13478,1526,498,YouTube,25 to 35,Female,4.0,Cosmetics,108163,3.9,5.0,4.5,Maharashtra,2 years,5.0
779,447474,32705,44516,1843,4888,YouTube,5 to 15,Female,4.9,Accessories,79389,5.3,2.2,7.5,Sikkim,3 months,6.7
780,343478,209099,46279,5174,1756,YouTube,5 to 15,Others,6.4,Accessories,105135,4.3,6.7,7.0,Sikkim,6 months,5.3
781,165971,482433,31238,4118,2351,Facebook,25 to 35,Male,5.0,Accessories,54382,7.7,3.0,3.3,Sikkim,1 year,3.9
782,761847,475212,15684,4820,1986,Instagram,15 to 25,Female,7.3,Accessories,85249,9.3,5.7,7.2,Rajasthan,1 year,6.0
783,377258,492172,1373,8691,3978,YouTube,15 to 25,Others,7.3,Accessories,148701,7.1,5.3,1.8,Tamil Nadu,1 month,4.3
784,633721,186407,16272,5486,1417,Facebook,15 to 25,Female,2.0,Cosmetics,128844,7.8,5.5,6.0,Maharashtra,3 months,4.4
785,568714,433847,17142,5363,4665,Facebook,25 to 35,Others,7.4,Clothing,53363,7.7,9.5,9.5,Maharashtra,6 months,6.9
786,988246,276518,6212,5979,1822,Instagram,25 to 35,Others,7.8,Accessories,125229,9.5,6.1,9.6,Rajasthan,1 month,6.6
787,375948,447330,3384,9139,3133,Instagram,35 to 45,Male,8.2,Clothing,113002,1.2,7.7,3.2,Punjab,2 months,4.1
788,441707,412467,36056,4208,2453,Instagram,25 to 35,Male,6.8,Clothing,60821,6.0,4.3,9.2,Gujarat,6 months,5.4
789,431576,273966,34416,2384,3455,Instagram,25 to 35,Male,2.1,Cosmetics,71953,6.8,8.9,8.4,Rajasthan,2 years,5.5
790,532417,291794,34251,3279,3091,Facebook,15 to 25,Others,5.4,Clothing,99047,2.7,6.2,7.1,Kerala,3 months,4.5
791,627519,153849,31683,1468,1416,Facebook,25 to 35,Female,5.6,Clothing,135039,9.1,6.2,3.7,Sikkim,2 months,5.3
